TweetID,UserID,Username,Text,Tweet_Created At,Language,Tweet_Retweets,Tweet_Likes,Tweet_Replies,Tweet_Sensitive,Tweet_Hashtags,Is_Blue_Verified,Verified,User_Possibly_Sensitive,Followers_Count,Following_Count
364543fa319e1082b6517b4446ac63250d204deead29dacef075b03efd162188,885424d1657e5c0431305326e14b43f8854652d0900e501622dce64406788097,1e1aa1093fdff207adc7ea9ff00aa6a4aa1b351c21b319849da9517d93a32b43,"RT @user8323: Happy Valentine's Day ☁️💖 

📌 Bookmark this post so you can save it for later!
🏷️ #AWS #awscloud #ValentinesDay [LINK]",Thu Feb 15 02:01:17 +0000 2024,en,21,0,0,,"['AWS', 'awscloud', 'ValentinesDay']",True,False,False,24027,3316
72018aa662298f0029e0cd06ecf26f5e316f5e360e3c4c1354b45d2e65d55369,b1b097569ae2aee04ab821a1be81f32afa92970690f7e5f52e41c39981f4fbfc,fd3326532443d0e0ef624a7785759318007d38d38b69d1031e55fdbf1625ca75,"RT @user13194: OpenUSD Day is coming to #SIGGRAPH2024 👀

Register today &amp; stay tuned as we reveal sessions covering how developers &amp;…",Fri Jul 19 14:25:16 +0000 2024,en,26,0,0,,['SIGGRAPH2024'],False,False,False,5547,289
7eac641445d1df26e93da714289fe9c8714665ba29fbad55a0d78c16902b4161,0dcaeff72b9727abab140ba2b63b8b0d399a2b1c6b37abf2ddf80f1b362f5ebd,e3bf0b06221427b61a6357fe4fb42c0d0c828622eb660bc96185852372e5d25a,RT @user42510: The people of Brazil have spoken. I’m looking forward to working with @user65550 to strengthen the partnership between…,Mon Oct 31 00:20:13 +0000 2022,en,21080,0,0,,[],False,False,False,28107,10976
6e486a9056ad0c7a1b7a3a06fdf3180119e8a33b90ac9de730186ca0e9c66ea8,9521f3c1a7076fc16701e6100f560283dc6e00376b83e22ca9b563f74e1ffe94,12e5aa8ac156808933047407db372ff41729c31a5e0509c54c0a67010cf8a813,What's your favourite editor/IDE?,Tue May 07 13:50:21 +0000 2024,en,0,19,57,,[],False,False,False,8372,849
6e859ec431996d8038abf6afb29b7fde7e97942bb42fdfdf5f03ad9d99d4ba83,25fc397f5ff42b3228d451cf08862d161d66a4d88a1c4fcc16f5a00e1bf37b9c,e8011917ff3d6cfa36cc73d79817a5df1a7cab877ee88824b9c6645133fb0be1,RT @user16835: Board meetings that lead to such things always go like this [LINK],Thu May 09 14:35:10 +0000 2024,en,5,0,0,False,[],True,False,False,35078,988
36be3f3c26e9d2396918703713f15e844dcb105905071ec3ccf07e5760b72145,fd8c1ddbd155fecac2e5cefaeec5cf5122c7990f1fa83d80f82deb3ac5ea9bf2,057e072fdd0f31cf5f7408a510ce7c2c51cc57604f267a8444990090e674d8f0,"You know there's a 1970s tape recorder flying through interstellar space right now - and it still works? In my latest video, I'm geeking out about Voyager 1 and how the folks at NASA managed to repair a broken spacecraft that's 24 billion kilometres away:

[LINK]",Tue Apr 30 09:26:04 +0000 2024,en,1,16,1,False,[],True,False,False,16029,3614
0c51e59d515cb0cf46b25078d733fa02c903db8010f16f161dbabc221f7be8ed,8bd7bf0915ac70c079388b34d9634eb0c8c9789b80cf0e70ae69821fcc9fb85f,de522835ac179e582083d30fb0684af6a98892b28a8278d2d2045deb4d52fbde,"shoutout to this legend... no coding experience, he watched my video with @user4336, found my nextjs starter kit and spent 4 hours to set it up

he now has a codebase with landing page, dashboard, authentication and db

again... no coding experience

i'll be a dropping next [LINK]",Sat Sep 14 12:59:11 +0000 2024,en,2,94,4,False,[],True,False,False,7096,469
13b0d68c0796cc46c4f54a6cd7b545aff830b7ed0170155dc60bc7aa5341dfd2,976be2680994d4543054e33e5b42aff74b4c22b5e62ff231ad25dfe424e7d749,08452ca34f2825b526c5260d2f7b94f19b45d0790dd957546cf6a3bf143a551d,"TIL in #vim you can expand a visual selection :mindblown:

e.g. viw to ""select in word"" and then ""t,"" until the comma

11+ years using vim and I totally didn't know that was a thing [LINK]",Tue May 14 13:44:33 +0000 2024,en,0,0,0,False,['vim'],False,False,False,2277,3
0cbf32d6a42278b278a8ceb6d05a2e18a209f0cd093ff3db5e8978c499e8f8c9,056102be2f50723dcac212a2a78ad86269d2e0d679f98318324f6bc56225deb3,fae3402386cce8bf5888b88d1e9e1fa7f456ce0dd23c1b7bafeb2c73a0784e2a,"RT @user44857: That awkward moment when the hottest place in the UK also happens to be home to #HorseHill, the fossil fuel extraction site S…",Mon Jul 18 12:45:07 +0000 2022,en,14,0,0,,['HorseHill'],False,False,False,4576,840
f2b7a5273331fbfe53b7ad73dc6d5165cd350d3f5d70bcda0c4ff2a0918b0716,280fc18cae38b33875b7647976edd914d1a8589ffa9df4ee7b5285de0b04a8b5,a555936264f73ecb8025dfb9f3ccdc52989e1598be1ad34123dbd9b131de0d1a,"Started my newsletter where I share interesting finds in tech and AI (paper summaries, open-source...)

Issue 1: [LINK]

This one features work I foun interesting by @user29877 @user64208 @user64209 @user7328 @user64210",Mon Jan 24 06:27:57 +0000 2022,en,1,13,1,False,[],False,False,False,4244,550
af21347e0f8c0061e37ce5596e09516867b6486c1b2b2b4226810bca946f364f,63bd39bcab8ba50f9d24470ae4d340d7be708fc93410e87c0e77efe9f2bad34a,a42f75174fd07313a09ef39457b53193656f3bdc70c57423db27e504b25aec0c,"There are great UIs for @user61359's LLaMA-2, e.g.:
@user18116 -&gt; [LINK]
@user4259 -&gt; [LINK]

However, they rely on web APIs like TGI and @user4258, so I built a @user11933 UI, running @user2129 Transformers locally.

Code: [LINK] [LINK]",Wed Jul 19 21:39:49 +0000 2023,en,10,50,4,False,[],False,False,False,1743,270
14d9ffb22d2f7a22d3cdec5dc842ad7ff66411bf24aa3f716601ac0ab2069814,c39ecf852e7cbbe6359a18144fc60411354986310be4cdff66b315889185b943,495a77b9a9541167c3cb86e9c1e622bcb3c15c5d77903b380479c5209d9cfc53,alright i don’t know which one of you hippies invented “overnight oats” but you are going straight to hell,Tue Dec 19 23:59:56 +0000 2023,en,0,23,4,,[],False,False,False,26225,1063
6a2c1fe4e7a7d0c37b649f75e532c457c52795048afdc2df2d5a72ac627264d6,5966b9212f1a5dffd280c617c8db71a20512f0a7c0f19c744bf5652fa215b20c,fa55ee2518630f5f05c8650af9d7633326013396284c58d683696930dbf4ccba,"Wow, never knew that William hill had branched out into selling courgettes and tomatoes.",Wed Feb 22 09:51:02 +0000 2023,en,0,0,0,,[],False,False,False,3566,3006
88266bf5966c0370d07949d26cf5e78ebca4140e2a54748fa4e2f666ca7a07ce,458d1878d1b727c252bab3d51d609d5e4d9c61ac8c078c34cd256984cc65c712,0dc95b7d296d2b824a30ff5f35917c92cadef48c7a4e325a4dda2f88a272125a,"Can we call this PK, Yahoo yahoo PK?",Wed Feb 07 21:10:34 +0000 2024,en,0,0,1,,[],False,False,False,2514,1400
2affb9eeeaa9a82ba65a89d09394a60fdb5dde05c1700006665e43d1af2965ef,b50afba7ac6f08037cc4d2ab4b240116d5f91377eeecd1da0b9a1ec852bedf56,767d55a3a5716439e5068d2f049ad9597050b0d3b225ef5b3154bfba16a61fcd,"RT @user251: we're launching a small number (3) of templates for common cognitive architectures

these are configurable (choose LLM/vecto…",Thu Sep 19 19:02:40 +0000 2024,en,32,0,0,,[],True,False,False,4608,143
31d8791187609906d1f9c5e4b6eac6e1ca40013ae56cba3144b2064e7cf62522,60d11f9ba08f1fe80d05b1518e658b020fdc5b8bccf8e86e2a9a01b4f3abee3f,c304c83ef860ed6f9a85805c313db82497c33dda6b1ce89bdf26731e6193c5aa,My favourite parts are the multiple paths from stage exits due to people avoiding guy ropes [LINK],Sun Jun 12 15:28:54 +0000 2022,en,2,24,3,False,[],False,False,False,8741,1805
c25cd556d402ef31a8e4546e53326e8c1261485896fb25be996a08ab6052e336,b79f98d3078c234380981fe6281fc02223089220cbce05be00489fc6ce4092bf,dd7e64a15b3a601c89d035591c92cefa605fe777ecd60d4d70f0b329f47e86aa,RT @user9816: Powerful. [LINK],Thu Mar 03 05:24:18 +0000 2022,en,1511,0,0,False,[],False,False,False,2390,544
12b5489b6f7a98a88aed2fccfbe954cfdd2f6d40a4db32611448b37e86182374,66002d16788b4d91643a69a97cdf34aef8d47d9d559c1aa000ebe1c1052eb731,fd1890afaf4b654442495d1526db99b6e61b00157da70253aa51e391976f22da,"RT @user5591: I've had trouble concentrating while writing lately, so I made a writing app to help me focus. As someone with ADHD ten…",Thu Sep 29 04:22:15 +0000 2022,en,5834,0,0,,[],False,False,False,5101,64
1546765cfb595ab8d9657b1d6f17ec4e77fadc0b485357458d0f13df71053569,37ab840f26b90bcab90eae613f02fb4134d2143a295353e25d21814de6e0a92b,d594e96b645d2948e14476ed9636feaeff4afc1ea5200caad6adf65355214f3d,"TIL which `which` is which in Bash and Zsh
[LINK]

#which",Thu Sep 29 18:48:09 +0000 2022,en,0,1,1,False,['which'],False,False,False,3107,338
ad8111f244b2c6d02a936d255ad59048e8858979ef33906bd1ed74e760f66bd1,ffe511280b1e564910ff0ace47c28f61eb62fb5ab955237519d19b3a1c294622,c3b4f7e50642163d54d2466a85c8563e4448e94bf717fd344564ead7ec7b958c,"the branding?
have you ever played gta vice city? [LINK]",Thu Feb 29 14:35:03 +0000 2024,en,0,120,9,False,[],False,False,False,9637,815
7e1ae18b7e078de5d2ec98de08315219b7b08d901697b7646f49e0800414cb77,0e18edf55301ff73a22e4374b29ecd71df25f1611fc968865f7d3a9873fad1ea,3d9c62176ad2d1faab4574cc7e230487c51689894a032d471d9a72a2b7c38c74,"RT @user185: Starting in 5 minutes! aaj bohot maza aane wala hai and a lot of demos! 
[LINK]
Share kro and join kro f…",Sun May 05 14:54:58 +0000 2024,en,6,0,0,False,[],False,False,False,13116,1559
dba7103c0285093d1c6b4d9d9eeac6f0009469d757091d6afa2ced2cc45efca6,18cf973fb4cd0769d0346eb381d06dba1515093decc3e6c17dca04deabbba35e,96085ab1360aa14cc9456cf6c5c812a2a62d5290f52ddf542772ae9593f12d62,"RT @user16662: Going live in 30 mins!

Join us for the 162nd #OTCCatchUp, an informal open-to-all Tech discussion.

Join in at any time!…",Sat Dec 16 16:49:19 +0000 2023,en,2,0,0,,['OTCCatchUp'],False,False,False,2743,3138
3b0f401182e3e4e31899b84a0b81abc4b341e1441f268569f9b73e47976481a1,ad65f95c510ea90f011dd19d7ecc8f34d7e9c58a240765009ee325d3ba362403,1911610f6e65aff09e8c8449e7a0ff02bc8e51b62544bcdaf3ff50aa15b9d2d8,"RT @user46602: From the TLS newsletter: The Security Cryptography Whatever podcast invited Steve Weis to discuss how we can know, or think…",Sun Aug 27 14:14:37 +0000 2023,en,2,0,0,,[],False,False,False,11495,366
76b4b7a53a5bb0669fd6ee4706d170a7a0f1b779c907a2d2b586862858e2ab86,b4fb1a649469ace9c773e191cac8d47a479d231b8178c68a5801a578627224bd,d71ca233e620d7a28e000f608c054575413521845afe9dcaf87307208430dfd6,never ask a developer to refactor their code base [LINK],Fri Jul 05 15:22:02 +0000 2024,en,0,3,0,False,[],False,False,False,2277,156
8221976959244ebbd9fa7ff35ac2fe6eb78617d719d81d5cf34fb5c2bfa86f4b,babc7f89ac31f46f8b97bbb523ccd456b7052de845d9c77fffe716f59ea2f819,8144e84c51d16a73b675eee0fe4804e87c1ef90a24c9e102c569b8c5e4dad41f,The real redlines were the design systems we made along the way.,Fri Jan 26 17:20:52 +0000 2024,en,0,24,0,,[],True,False,False,70186,444
3ffda17fcfaf9ea57711aa8f84ffa418c0e0c39ab4a6fd2dc85f25df49b4a151,4630c7a9ae9526c8ebe67f406838ed5944e7d381c1f888591984e29123eaf48f,0890b0fec56f49dae99e0964fc48fdc93cc79fbd486e25e28bef45bdf4db2cd6,"RT @user26418: ""Now a million Ukrainians are holding this line, protecting Europe from the Russian horde,"" @user11768 [LINK]",Sun Jul 17 07:30:03 +0000 2022,en,1511,0,0,False,[],False,False,False,1318,540
352798f9dde10b3a5e18cd46a32df30283bda661e1f2a6b9be84329532aa20fb,7148e9c35a9d6c19c202e7a2149910f91372cf067bf7b3e6ef76ed9320a3c7eb,93adf9427774ec467ac29cf9e4149001157081f945ad0a2f3dfb22b7ec1af6c1,"Love how Llama 3 8B has beaten all the benchmarks in this size range 🦙

Try it for free on Lightning Studio 👉🏻[LINK]",Fri Apr 19 01:23:25 +0000 2024,en,0,9,1,False,[],True,False,False,2369,732
79e790673309255d1c8002954573a09d5829375236c13842c8161f256359ea4d,40cf964adab5a1856520d469da1232f2674cc32c7130b879817ae0bceacd99e6,6cda3a004d1c2e215a61ea01b0e882790f24358933c884f11466bbfd56164a87,"RT @user61803: 🔥 Velocity: Q3 Launch Week Webinar 🔥
brought to you by [LINK]

Tune in this Friday 9/16 as you learn more a…",Tue Sep 13 19:33:47 +0000 2022,en,2,0,0,False,[],False,False,False,3904,271
11cb9ce306eb5c340942274f203fc918cf576389ddbe818ce70132e9a2a0e490,ad65f95c510ea90f011dd19d7ecc8f34d7e9c58a240765009ee325d3ba362403,1911610f6e65aff09e8c8449e7a0ff02bc8e51b62544bcdaf3ff50aa15b9d2d8,RT @user46608: Super excited to see this available! There's a June 2023 deadline for carriers to meet the FCC robocall and STIR/SHAKEN requir…,Sun Apr 30 08:46:03 +0000 2023,en,3,0,0,,[],False,False,False,11495,366
